movie_id,title,year,genres,age
tt11378264,Mucho Mucho Amor: The Legend of Walter Mercado,2020,"Biography,Documentary",16+
tt11388406,Horse Girl,2020,"Drama,Mystery,Thriller",18+
tt11388580,Miss Americana,2020,"Biography,Documentary,Music",18+
tt11390036,A Fall from Grace,2020,"Crime,Drama,Mystery",18+
tt11394180,Dick Johnson Is Dead,2020,"Biography,Documentary,Drama",13+
tt11394184,The Fight,2020,Documentary,13+
tt11394338,Giving Voice,2020,Documentary,13+
tt11416746,Time,2020,"Biography,Documentary",13+
tt11426644,We Are Freestyle Love Supreme,2020,"Comedy,Documentary,Musical",18+
tt11454066,You Cannot Kill David Arquette,2020,"Documentary,Sport",18+
tt11464826,The Social Dilemma,2020,"Documentary,Drama",13+
tt11576124,Rogue,2020,"Action,Horror,Thriller",18+
tt1158939,Never Grow Old,2019,"Drama,Thriller,Western",18+
tt11640412,#FriendButMarried 2,2020,"Biography,Comedy,Drama",16+
tt11642302,#cats_the_mewvie,2020,Documentary,16+
tt11649910,Forgotten,2017,Documentary,18+
tt11651796,AK vs AK,2020,"Comedy,Crime,Drama",18+
tt11656172,Hard Kill,2020,"Action,Thriller",18+
tt11681250,Godmothered,2020,"Comedy,Drama,Family",7+
tt11690838,The Legend of Baron To'a,2020,"Action,Comedy",18+
tt11697484,The 2nd,2020,"Action,Drama",16+
tt11749980,Tarung Sarung,2020,"Action,Drama",16+
tt11792734,Leyla Everlasting,2020,Comedy,18+
tt11827806,So Much Love to Give,2020,Comedy,16+
tt1183374,Pet,2016,"Crime,Horror,Thriller",18+
tt11835236,Generasi 90an: Melankolia,2020,Drama,13+
tt11905462,Athlete A,2020,"Crime,Documentary,Sport",13+
tt11905962,Sputnik,2020,"Drama,Horror,Mystery",18+
tt11906032,Picture a Scientist,2020,Documentary,13+
tt11916302,Derek DelGaudio's In & Of Itself,2020,Documentary,13+
tt11958344,A Whisker Away,2020,"Adventure,Animation,Drama",7+
tt11968072,A Stone in the Water,2019,Thriller,18+
tt11988512,One-Way to Tomorrow,2020,"Comedy,Drama,Romance",18+
tt11990802,Don't Call Me Bigfoot,2020,Documentary,7+
tt11994750,Made You Look: A True Story About Fake Art,2020,"Crime,Documentary",18+
tt12036052,Elephant,2020,"Adventure,Biography,Documentary",all
tt12053202,Arendelle Castle Yule Log,2019,Animation,all
tt1206885,Rambo: Last Blood,2019,"Action,Crime,Thriller",18+
tt12100044,In the Footsteps of Elephant,2020,"Adventure,Documentary,Family",all
tt12108272,Close Encounters of the Fifth Kind,2020,Documentary,7+
tt12116846,Pandemic,2020,Thriller,18+
tt1211837,Doctor Strange,2016,"Action,Adventure,Fantasy",13+
tt12139700,Jungle Beat: The Movie,2020,"Adventure,Animation,Comedy",all
tt12187586,Father Soldier Son,2020,"Documentary,War",18+
tt12215286,Dino Dana: The Movie,2020,"Adventure,Family,Fantasy",7+
tt1226837,Beautiful Boy,2018,"Biography,Drama",18+
tt12282598,Intuition,2020,"Crime,Drama,Mystery",18+
tt12298506,Black Box,2020,"Horror,Mystery,Sci-Fi",16+
tt1230168,Same Kind of Different as Me,2017,"Biography,Drama",13+
tt12323842,Gina Brillon: The Floor Is Lava,2020,Comedy,18+
tt1235187,Where Hands Touch,2018,"Drama,Romance,War",13+
tt1239242,Frank and Cindy,2015,Comedy,18+
tt12393526,Bulbbul,2020,"Drama,Horror,Mystery",18+
tt12517908,Aliens Stole My Body,2020,"Adventure,Comedy,Family",7+
tt12538822,All In: The Fight for Democracy,2020,Documentary,13+
tt12588398,We Are One,2020,Documentary,18+
tt12607910,Black Is King,2020,"Adventure,Drama,Fantasy",16+
tt1266036,Valley Girl,2020,"Comedy,Music,Musical",13+
tt12660966,Lost on Everest,2020,Documentary,13+
tt12690910,Hamilton: History Has Its Eyes on You,2020,"Documentary,Talk-Show",7+
tt12724622,Anelka: Misunderstood,2020,"Documentary,Sport",16+
tt12752158,Terror at Bigfoot Pond,2020,Thriller,18+
tt12757438,Smiley Face Killers,2020,"Horror,Thriller",18+
tt12766708,Deep in Vogue,2019,Documentary,18+
tt12792418,Night in Paradise,2020,"Action,Crime,Drama",16+
tt12824834,Jennifer Aniston: More Than Friends,2020,"Biography,Documentary",7+
tt12838350,The Assistant,2020,Thriller,18+
tt1285009,The Strangers: Prey at Night,2018,Horror,18+
tt12888462,My Octopus Teacher,2020,"Documentary,Drama",all
tt1289401,Ghostbusters,2016,"Action,Comedy,Fantasy",13+
tt12981810,Finding Jesus,2020,"Animation,Family,Fantasy",all
tt12982218,GIMS: On the Record,2020,"Documentary,Music",18+
tt1298644,The Hustle,2019,"Comedy,Crime",13+
tt12987894,American Murder: The Family Next Door,2020,"Crime,Documentary",18+
tt13009186,The Boy from Medellín,2020,"Biography,Documentary,Music",18+
tt1302006,The Irishman,2019,"Biography,Crime,Drama",18+
tt13033280,Space Dogs: Tropical Adventure,2020,"Action,Adventure,Animation",7+
tt13055780,A California Christmas,2020,"Comedy,Drama,Romance",13+
tt13058290,Blackpink: Light Up the Sky,2020,"Documentary,Music",all
tt13065386,Totally Under Control,2020,Documentary,16+
tt13081264,Story of Kale: When Someone's in Love,2020,"Drama,Romance",18+
tt1308728,The Happytime Murders,2018,"Action,Comedy,Crime",18+
tt13106900,All Because of You,2020,"Action,Comedy,Romance",7+
tt13143964,Borat Subsequent Moviefilm,2020,Comedy,18+
tt13150630,Secrets of the Saqqara Tomb,2020,"Documentary,History",7+
tt13179918,Meteor Moon,2020,"Action,Sci-Fi",7+
tt13206564,The Three Deaths of Marisela Escobedo,2020,"Crime,Documentary",18+
tt13236566,Operation Christmas Drop,2020,"Comedy,Family,Romance",all
tt13237174,The Real Right Stuff,2020,Documentary,7+
tt13276386,Shawn Mendes: In Wonder,2020,"Documentary,Music",18+
tt13279528,What We Wanted,2020,Drama,18+
tt13290168,High School Musical: The Musical: The Holiday Special,2020,"Comedy,Drama,Musical",all
tt13292206,Bobbleheads: The Movie,2020,"Animation,Family",7+
tt13318052,Midnight at the Magnolia,2020,"Comedy,Romance",all
tt13410288,The Decline,2020,Documentary,18+
tt13528990,Shawn Mendes: Live in Concert,2020,Music,7+
tt1365050,Beasts of No Nation,2015,"Drama,War",18+
tt13723064,All My Friends Are Dead,2020,"Comedy,Crime,Horror",18+
tt1386691,Shimmer Lake,2017,"Action,Comedy,Crime",18+
tt1464763,Mute,2018,"Mystery,Sci-Fi,Thriller",18+
tt1480285,Abattoir,2016,"Horror,Mystery,Thriller",18+
tt1485796,The Greatest Showman,2017,"Biography,Drama,Musical",7+
tt1488606,Triple Frontier,2019,"Action,Adventure,Thriller",18+
tt1489887,Booksmart,2019,Comedy,18+
tt1507002,Bottom of the 9th,2019,Drama,18+
tt1536537,What Happened to Monday,2017,"Action,Crime,Fantasy",18+
tt1540011,Blair Witch,2016,"Horror,Mystery,Thriller",18+
tt1542768,True Memoirs of an International Assassin,2016,"Action,Comedy,Crime",16+
tt1544608,Voice from the Stone,2017,"Drama,Mystery,Thriller",18+
tt1545304,Desperados,2020,"Comedy,Romance",18+
tt1552211,The Last Days of American Crime,2020,"Action,Crime,Drama",18+
tt1588878,The Late Bloomer,2016,"Comedy,Drama,Romance",18+
tt1617661,Jupiter Ascending,2015,"Action,Adventure,Animation",13+
tt1618434,Murder Mystery,2019,"Crime,Mystery,Romance",13+
tt1620680,A Wrinkle in Time,2018,"Adventure,Drama,Family",7+
tt1620981,The Addams Family,2019,"Animation,Comedy,Family",7+
tt1629242,Careful What You Wish For,2015,"Drama,Romance,Thriller",18+
tt1655441,The Age of Adaline,2015,"Drama,Fantasy,Romance",13+
tt1655461,Wild Oats,2016,"Action,Adventure,Comedy",13+
tt1680140,The Stolen,2017,"Action,Adventure,Drama",16+
tt1690967,Come Sunday,2018,"Biography,Drama",16+
tt1691916,Before I Fall,2017,"Drama,Fantasy,Mystery",13+
tt1694021,Into the Grizzly Maze,2015,"Action,Adventure,Horror",18+
tt1712192,Message from the King,2016,"Action,Crime,Drama",18+
tt1712261,Triple 9,2016,"Action,Crime,Drama",18+
tt1714917,Gimme Danger,2016,"Documentary,Music",18+
tt1720621,Trafficked,2017,"Drama,Thriller",18+
tt1724970,Beyond Skyline,2017,"Action,Adventure,Horror",18+
tt1727770,Absolutely Anything,2015,"Comedy,Sci-Fi",18+
tt1727824,Bohemian Rhapsody,2018,"Biography,Drama,Music",13+
tt1730768,The Zookeeper's Wife,2017,"Biography,Drama,History",13+
tt1734493,Unlocked,2017,"Action,Thriller",18+
tt1754656,The Little Prince,2015,"Adventure,Animation,Comedy",7+
tt1773753,Mara,2018,"Crime,Horror,Mystery",18+
tt1780967,Seberg,2019,"Biography,Drama,History",18+
tt1781922,No Escape,2015,"Action,Thriller",18+
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Action,Adventure,Fantasy",13+
tt1799516,Benji,2018,"Crime,Drama,Family",7+
tt1801552,Gotti,2018,"Biography,Crime,Drama",18+
tt1825683,Black Panther,2018,"Action,Adventure,Sci-Fi",13+
tt1830643,Death of Me,2020,"Horror,Mystery,Thriller",18+
tt1833116,The Informer,2019,"Action,Crime,Drama",18+
tt1838556,Honest Thief,2020,"Action,Crime,Drama",13+
tt1841642,Demonic,2015,"Horror,Mystery,Thriller",18+
tt1860242,The Highwaymen,2019,"Biography,Crime,Drama",18+
tt1878841,The Darkness,2016,"Horror,Thriller",13+
tt1880399,Kodachrome,2017,Drama,18+
tt1918734,2067,2020,"Mystery,Sci-Fi",16+
tt1935194,Overdrive,2017,"Action,Adventure,Crime",13+
tt1935859,Miss Peregrine's Home for Peculiar Children,2016,"Adventure,Drama,Family",13+
tt1937340,Beyond Paradise,2015,"Drama,Romance",7+
tt1949605,Who Gets the Dog?,2016,Comedy,7+
tt1950135,Drunk Wedding,2015,Comedy,18+
tt1950235,Let It Snow,2019,"Comedy,Romance",13+
tt1961175,American Assassin,2017,"Action,Thriller",18+
tt1974419,The Neon Demon,2016,"Horror,Thriller",18+
tt1979376,Toy Story 4,2019,"Adventure,Animation,Comedy",all
tt1979388,The Good Dinosaur,2015,"Action,Adventure,Animation",7+
tt1999890,Hell Fest,2018,"Horror,Mystery,Thriller",18+
tt2005151,War Dogs,2016,"Biography,Comedy,Crime",18+
tt2006295,The 33,2015,"Biography,Drama,History",13+
tt2016335,Walter,2015,"Comedy,Drama",18+
tt2025690,The Finest Hours,2016,"Action,Drama,History",13+
tt2032572,USS Indianapolis: Men of Courage,2016,"Action,Drama,History",18+
tt2057392,Eye in the Sky,2015,"Action,Drama,Thriller",18+
tt2066051,Rocketman,2019,"Biography,Drama,Music",18+
tt2069797,Delirium,2018,"Horror,Thriller",18+
tt2072233,Sleepless,2017,"Action,Crime,Thriller",18+
tt2076298,Ip Man 4: The Finale,2019,"Action,Biography,Drama",16+
tt2080374,Steve Jobs,2015,"Biography,Drama",18+
tt2090465,Black Butterfly,2017,"Drama,Mystery,Thriller",18+
tt2093991,Elvis & Nixon,2016,"Comedy,History",18+
tt2106651,Spectral,2016,"Action,Adventure,Sci-Fi",13+
tt2114504,Woody Woodpecker,2017,"Adventure,Animation,Comedy",7+
tt2126357,Second Act,2018,"Comedy,Drama,Romance",13+
tt2140379,Self/less,2015,"Action,Mystery,Sci-Fi",13+
tt2197936,Fatima,2020,"Drama,War",13+
tt2224026,Home,2015,"Adventure,Animation,Comedy",7+
tt2226597,The Mountain Between Us,2017,"Drama,Thriller",13+
tt2235695,Rebecca,2020,"Drama,Mystery,Romance",13+
tt2277860,Finding Dory,2016,"Adventure,Animation,Comedy",7+
tt2291540,My Friend Dahmer,2017,"Biography,Crime,Drama",18+
tt2323912,Beast Mode,2020,"Comedy,Horror",18+
tt2338424,Tumbledown,2015,"Comedy,Drama,Music",18+
tt2365580,"Where'd You Go, Bernadette",2019,"Comedy,Crime,Drama",13+
tt2368254,A Private War,2018,"Biography,Drama,War",18+
tt2380307,Coco,2017,"Adventure,Animation,Drama",7+
tt2386237,Malevolent,2018,"Horror,Mystery,Thriller",18+
tt2386404,He Never Died,2015,"Comedy,Drama,Fantasy",18+
tt2388771,Mowgli: Legend of the Jungle,2018,"Adventure,Drama,Fantasy",13+
tt2390335,The Bone Garden,2016,Thriller,18+
tt2395427,Avengers: Age of Ultron,2015,"Action,Adventure,Sci-Fi",13+
tt2396589,Mudbound,2017,"Drama,War",18+
tt2401097,Tracers,2015,"Action,Crime,Drama",13+
tt2404465,Troop Zero,2019,"Comedy,Drama,Family",7+
tt2417712,Goon: Last of the Enforcers,2017,"Comedy,Sport",18+
tt2424988,Gabbar Is Back,2015,"Action,Crime,Drama",13+
tt2433040,Beyond the Mask,2015,"Action,Adventure,Drama",7+
tt2452042,The Peanuts Movie,2015,"Adventure,Animation,Comedy",all
tt2452386,The Fundamentals of Caring,2016,"Comedy,Drama",18+
tt2474932,Despite the Falling Snow,2016,"Drama,Mystery,Romance",13+
tt2477218,Field of Lost Shoes,2015,"Action,Drama,War",13+
tt2479478,The Ridiculous 6,2015,"Action,Adventure,Comedy",13+
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,"Biography,Crime,Drama",18+
tt2499472,Point Blank,2019,"Action,Crime,Drama",18+
tt2523832,A Girl Like Her,2015,Drama,13+
tt2538204,#Lucky Number,2015,Comedy,16+
tt2543164,Arrival,2016,"Drama,Mystery,Sci-Fi",13+
tt2548396,The Cloverfield Paradox,2018,"Horror,Sci-Fi,Thriller",13+
tt2554274,Crimson Peak,2015,"Drama,Horror,Mystery",18+
tt2566644,Seoul Searching,2015,"Comedy,Drama,Music",18+
tt2567026,Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy",7+
tt2582498,Sweet Virginia,2017,"Drama,Thriller",18+
tt2582576,Sand Castle,2017,"Action,Drama,War",18+
tt2582782,Hell or High Water,2016,"Crime,Drama,Thriller",18+
tt2582784,Flower,2017,"Comedy,Drama,Romance",18+
tt2586120,Racer and the Jailbird,2017,"Crime,Drama,Romance",18+
tt2597760,The Outcasts,2017,Comedy,13+
tt2649554,Midnight Special,2016,"Drama,Mystery,Sci-Fi",13+
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"Action,Adventure,Drama",13+
tt2660888,Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",13+
tt2702920,The Secret Garden,2020,"Drama,Family,Fantasy",7+
tt2713980,Olympia,2018,"Biography,Comedy,Documentary",16+
tt2718440,Moonwalkers,2015,"Action,Comedy",18+
tt2726552,A Kind of Murder,2016,"Crime,Drama,Mystery",18+
tt2737304,Bird Box,2018,"Horror,Mystery,Sci-Fi",18+
tt2752772,Sinister 2,2015,"Horror,Mystery,Thriller",18+
tt2782692,Ali's Wedding,2017,"Comedy,Drama,Romance",18+
tt2788732,Pete's Dragon,2016,"Action,Adventure,Comedy",7+
tt2800050,A Beautiful Planet,2016,Documentary,all
tt2802136,Home Sweet Hell,2015,"Comedy,Crime,Horror",18+
tt2806390,Milton's Secret,2016,"Drama,Family",7+
tt2865120,Ratchet & Clank,2016,"Action,Adventure,Animation",7+
tt2866708,Strange But True,2019,"Drama,Mystery,Thriller",13+
tt2884018,Macbeth,2015,"Drama,History,War",18+
tt2888046,Ip Man 3,2015,"Action,Biography,Crime",13+
tt2910904,The Dressmaker,2015,"Comedy,Drama",18+
tt2931140,New Life,2016,"Drama,Romance",7+
tt2932536,47 Meters Down,2017,"Horror,Mystery,Thriller",13+
tt2933474,Superfast!,2015,"Action,Comedy,Crime",13+
tt2936390,Battle Drone,2018,"Action,Sci-Fi",13+
tt2937366,Little Evil,2017,"Comedy,Fantasy,Horror",18+
tt2938956,The Transporter Refueled,2015,"Action,Thriller",13+
tt2948356,Zootopia,2016,"Action,Adventure,Animation",7+
tt2948372,Soul,2020,"Adventure,Animation,Comedy",7+
tt2948606,Assassin's Game,2015,Action,18+
tt2950052,Bravetown,2015,"Drama,Music",18+
tt2950418,Greater,2016,"Biography,Family,Sport",7+
tt2962984,Girlfriend's Day,2017,"Comedy,Drama",18+
tt2967226,Killing Hasselhoff,2017,Comedy,18+
tt2978102,Term Life,2016,"Action,Adventure,Crime",18+
tt2980210,A Hologram for the King,2016,"Comedy,Drama,Romance",18+
tt2990126,100 Streets,2016,"Crime,Drama",18+
tt2990140,The Christmas Chronicles,2018,"Adventure,Comedy,Family",7+
tt3009772,Ode to Joy,2019,"Comedy,Romance",18+
tt3014078,Shangri-La Suite,2016,"Action,Crime,Drama",16+
tt3016748,Jacob's Ladder,2019,"Horror,Thriller",18+
tt3018070,Stonewall,2015,"Drama,History",18+
tt30216076,Chhota Bheem Ka Roosi Romanch,2019,Animation,all
tt3038708,Iron Sky: The Coming Race,2019,"Action,Adventure,Comedy",18+
tt3053228,Day of the Dead: Bloodline,2017,"Action,Drama,Horror",18+
tt3065204,The Conjuring 2,2016,"Horror,Mystery,Thriller",18+
tt3068194,Love & Friendship,2016,"Comedy,Drama,Romance",13+
tt3072482,Hardcore Henry,2015,"Action,Adventure,Sci-Fi",18+
tt3074546,Casual Encounters,2016,Comedy,18+
tt3077214,Suffragette,2015,"Drama,History",13+
tt3082854,The Commune,2016,Drama,18+
tt3083008,The Program,2015,"Biography,Drama,Sport",13+
tt3089630,Artemis Fowl,2020,"Adventure,Family,Fantasy",7+
tt3095734,Monster Trucks,2016,"Action,Adventure,Comedy",7+
tt3100274,Manhattan Night,2016,"Crime,Drama,Mystery",18+
tt3111426,Lost Girls,2020,"Crime,Drama,Mystery",18+
tt3120280,Sierra Burgess Is a Loser,2018,"Comedy,Drama,Romance",13+
tt3120960,A Hitman in London,2015,"Action,Crime",18+
tt3131050,Delirium,2018,"Horror,Thriller",18+
tt3148502,Tamasha,2015,"Comedy,Drama,Romance",7+
tt3155328,Win It All,2017,Comedy,18+
tt3155342,All Together Now,2020,"Drama,Romance",7+
tt3164256,Rock the Kasbah,2015,"Comedy,Music,War",18+
tt3174376,Before I Wake,2016,"Drama,Fantasy,Horror",13+
tt3183402,Veronica,2017,"Drama,Mystery,Thriller",18+
tt3201640,Extinction,2018,"Action,Drama,Sci-Fi",18+
tt3203528,Bad Samaritan,2018,"Crime,Drama,Horror",18+
tt3203606,Trumbo,2015,"Biography,Drama",18+
tt3203620,The Dinner,2017,"Crime,Drama,Thriller",18+
tt3208026,Black '47,2018,"Action,Drama,History",18+
tt3216348,Incarnate,2016,"Horror,Thriller",13+
tt3228088,Spark: A Space Tail,2016,"Action,Adventure,Animation",7+
tt3233418,Spare Parts,2015,"Biography,Drama,History",13+
tt3234084,I Do... Until I Don't,2017,Comedy,18+
tt3236120,I'll See You in My Dreams,2015,"Comedy,Drama,Romance",13+
tt3255590,El Camino Christmas,2017,"Comedy,Crime,Western",18+
tt3256226,IO,2019,"Adventure,Drama,Sci-Fi",13+
tt3260524,A Secret Love,2020,"Biography,Documentary,Drama",18+
tt3278540,A Nice Girl Like You,2020,"Comedy,Romance",18+
tt3282076,Domino,2019,"Crime,Thriller",18+
tt3292080,The Journey Is the Destination,2016,Drama,18+
tt3311020,Be Afraid,2017,"Horror,Sci-Fi,Thriller",16+
tt3316948,American Ultra,2015,"Action,Comedy",18+
tt3317234,"Game Over, Man!",2018,"Action,Comedy",18+
tt3317696,There Is Many Like Us,2015,"Biography,Documentary,Drama",13+
tt3319920,Regression,2015,"Crime,Drama,Mystery",18+
tt3322892,XX,2017,Horror,18+
tt3322898,Baby Steps,2015,"Comedy,Drama,Family",18+
tt3332064,Pan,2015,"Action,Adventure,Comedy",7+
tt3335606,Berlin Syndrome,2017,"Drama,Horror,Mystery",18+
tt3340446,Storm Boy,2019,"Drama,Family",7+
tt3349578,Bad Kids of Crestview Academy,2017,"Action,Comedy,Thriller",18+
tt3375972,The Price of Fame,2017,Documentary,7+
tt3379352,Mully,2015,"Adventure,Biography,Documentary",7+
tt3385516,X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi",13+
tt3401748,Oddball,2015,"Adventure,Family",7+
tt3405236,Raees,2017,"Action,Crime,Drama",18+
tt3410408,Rocky Handsome,2016,"Action,Crime,Drama",18+
tt3411444,Ferdinand,2017,"Adventure,Animation,Comedy",7+
tt3415992,The Time of Their Lives,2017,Comedy,16+
tt3416532,A Monster Calls,2016,"Adventure,Drama,Family",13+
