movie_id,title,year,genres,imdb_rating,rotten_tomatoes,age
tt11994750,Made You Look: A True Story About Fake Art,2020,"Crime,Documentary",7.0,57,18+
tt12036052,Elephant,2020,"Adventure,Biography,Documentary",7.3,54,all
tt12053202,Arendelle Castle Yule Log,2019,Animation,4.7,38,all
tt1206885,Rambo: Last Blood,2019,"Action,Crime,Thriller",6.1,73,18+
tt12100044,In the Footsteps of Elephant,2020,"Adventure,Documentary,Family",7.1,45,all
tt12108272,Close Encounters of the Fifth Kind,2020,Documentary,6.1,57,7+
tt12116846,Pandemic,2020,Thriller,4.6,55,18+
tt1211837,Doctor Strange,2016,"Action,Adventure,Fantasy",7.5,85,13+
tt12139700,Jungle Beat: The Movie,2020,"Adventure,Animation,Comedy",5.5,51,all
tt12187586,Father Soldier Son,2020,"Documentary,War",7.3,53,18+
tt12215286,Dino Dana: The Movie,2020,"Adventure,Family,Fantasy",5.2,45,7+
tt1226837,Beautiful Boy,2018,"Biography,Drama",7.4,87,18+
tt12282598,Intuition,2020,"Crime,Drama,Mystery",5.6,50,18+
tt12298506,Black Box,2020,"Horror,Mystery,Sci-Fi",6.2,61,16+
tt1230168,Same Kind of Different as Me,2017,"Biography,Drama",6.6,64,13+
tt12323842,Gina Brillon: The Floor Is Lava,2020,Comedy,6.4,43,18+
tt1235187,Where Hands Touch,2018,"Drama,Romance,War",6.6,59,13+
tt1239242,Frank and Cindy,2015,Comedy,6.0,50,18+
tt12393526,Bulbbul,2020,"Drama,Horror,Mystery",6.6,63,18+
tt12517908,Aliens Stole My Body,2020,"Adventure,Comedy,Family",3.4,39,7+
tt12538822,All In: The Fight for Democracy,2020,Documentary,6.9,74,13+
tt12588398,We Are One,2020,Documentary,5.7,36,18+
tt12607910,Black Is King,2020,"Adventure,Drama,Fantasy",6.0,79,16+
tt1266036,Valley Girl,2020,"Comedy,Music,Musical",5.5,57,13+
tt12660966,Lost on Everest,2020,Documentary,6.6,48,13+
tt12690910,Hamilton: History Has Its Eyes on You,2020,"Documentary,Talk-Show",6.5,41,7+
tt12724622,Anelka: Misunderstood,2020,"Documentary,Sport",6.4,53,16+
tt12752158,Terror at Bigfoot Pond,2020,Thriller,1.3,34,18+
tt12757438,Smiley Face Killers,2020,"Horror,Thriller",3.7,43,18+
tt12766708,Deep in Vogue,2019,Documentary,6.5,42,18+
tt12792418,Night in Paradise,2020,"Action,Crime,Drama",6.8,60,16+
tt12824834,Jennifer Aniston: More Than Friends,2020,"Biography,Documentary",4.8,40,7+
tt12838350,The Assistant,2020,Thriller,4.7,66,18+
tt1285009,The Strangers: Prey at Night,2018,Horror,5.3,64,18+
tt12888462,My Octopus Teacher,2020,"Documentary,Drama",8.1,83,all
tt1289401,Ghostbusters,2016,"Action,Comedy,Fantasy",6.8,78,13+
tt12981810,Finding Jesus,2020,"Animation,Family,Fantasy",1.3,36,all
tt12982218,GIMS: On the Record,2020,"Documentary,Music",6.8,41,18+
tt1298644,The Hustle,2019,"Comedy,Crime",5.5,67,13+
tt12987894,American Murder: The Family Next Door,2020,"Crime,Documentary",7.2,68,18+
tt13009186,The Boy from Medellín,2020,"Biography,Documentary,Music",6.1,53,18+
tt1302006,The Irishman,2019,"Biography,Crime,Drama",7.8,98,18+
tt13033280,Space Dogs: Tropical Adventure,2020,"Action,Adventure,Animation",4.3,42,7+
tt13055780,A California Christmas,2020,"Comedy,Drama,Romance",5.9,57,13+
tt13058290,Blackpink: Light Up the Sky,2020,"Documentary,Music",7.3,63,all
tt13065386,Totally Under Control,2020,Documentary,7.6,64,16+
tt13081264,Story of Kale: When Someone's in Love,2020,"Drama,Romance",6.3,44,18+
tt1308728,The Happytime Murders,2018,"Action,Comedy,Crime",5.5,64,18+
tt13106900,All Because of You,2020,"Action,Comedy,Romance",4.1,41,7+
tt13143964,Borat Subsequent Moviefilm,2020,Comedy,6.6,88,18+
tt13150630,Secrets of the Saqqara Tomb,2020,"Documentary,History",7.2,60,7+
tt13179918,Meteor Moon,2020,"Action,Sci-Fi",2.4,42,7+
tt13206564,The Three Deaths of Marisela Escobedo,2020,"Crime,Documentary",8.1,62,18+
tt13236566,Operation Christmas Drop,2020,"Comedy,Family,Romance",5.9,62,all
tt13237174,The Real Right Stuff,2020,Documentary,7.2,54,7+
tt13276386,Shawn Mendes: In Wonder,2020,"Documentary,Music",6.5,49,18+
tt13279528,What We Wanted,2020,Drama,5.9,51,18+
tt13290168,High School Musical: The Musical: The Holiday Special,2020,"Comedy,Drama,Musical",5.6,45,all
tt13292206,Bobbleheads: The Movie,2020,"Animation,Family",2.4,38,7+
tt13318052,Midnight at the Magnolia,2020,"Comedy,Romance",5.8,52,all
tt13410288,The Decline,2020,Documentary,6.4,58,18+
tt13528990,Shawn Mendes: Live in Concert,2020,Music,7.3,47,7+
tt1365050,Beasts of No Nation,2015,"Drama,War",7.7,74,18+
tt13723064,All My Friends Are Dead,2020,"Comedy,Crime,Horror",5.9,57,18+
tt1386691,Shimmer Lake,2017,"Action,Comedy,Crime",6.3,61,18+
tt1464763,Mute,2018,"Mystery,Sci-Fi,Thriller",5.5,64,18+
tt1480285,Abattoir,2016,"Horror,Mystery,Thriller",4.5,54,18+
tt1485796,The Greatest Showman,2017,"Biography,Drama,Musical",7.5,82,7+
tt1488606,Triple Frontier,2019,"Action,Adventure,Thriller",6.5,72,18+
tt1489887,Booksmart,2019,Comedy,7.1,78,18+
tt1507002,Bottom of the 9th,2019,Drama,5.7,50,18+
tt1536537,What Happened to Monday,2017,"Action,Crime,Fantasy",6.8,86,18+
tt1540011,Blair Witch,2016,"Horror,Mystery,Thriller",5.0,64,18+
tt1542768,True Memoirs of an International Assassin,2016,"Action,Comedy,Crime",5.9,61,16+
tt1544608,Voice from the Stone,2017,"Drama,Mystery,Thriller",5.2,59,18+
tt1545304,Desperados,2020,"Comedy,Romance",5.2,57,18+
tt1552211,The Last Days of American Crime,2020,"Action,Crime,Drama",3.8,46,18+
tt1588878,The Late Bloomer,2016,"Comedy,Drama,Romance",5.2,58,18+
tt1617661,Jupiter Ascending,2015,"Action,Adventure,Animation",5.3,71,13+
tt1618434,Murder Mystery,2019,"Crime,Mystery,Romance",6.1,76,13+
tt1620680,A Wrinkle in Time,2018,"Adventure,Drama,Family",4.3,62,7+
tt1620981,The Addams Family,2019,"Animation,Comedy,Family",5.9,68,7+
tt1629242,Careful What You Wish For,2015,"Drama,Romance,Thriller",5.6,61,18+
tt1655441,The Age of Adaline,2015,"Drama,Fantasy,Romance",7.2,77,13+
tt1655461,Wild Oats,2016,"Action,Adventure,Comedy",5.7,56,13+
tt1680140,The Stolen,2017,"Action,Adventure,Drama",5.4,51,16+
tt1690967,Come Sunday,2018,"Biography,Drama",6.0,64,16+
tt1691916,Before I Fall,2017,"Drama,Fantasy,Mystery",6.4,71,13+
tt1694021,Into the Grizzly Maze,2015,"Action,Adventure,Horror",5.3,60,18+
tt1712192,Message from the King,2016,"Action,Crime,Drama",6.4,62,18+
tt1712261,Triple 9,2016,"Action,Crime,Drama",6.3,70,18+
tt1714917,Gimme Danger,2016,"Documentary,Music",7.2,62,18+
tt1720621,Trafficked,2017,"Drama,Thriller",5.8,53,18+
tt1724970,Beyond Skyline,2017,"Action,Adventure,Horror",5.3,63,18+
tt1727770,Absolutely Anything,2015,"Comedy,Sci-Fi",6.0,67,18+
tt1727824,Bohemian Rhapsody,2018,"Biography,Drama,Music",7.9,85,13+
tt1730768,The Zookeeper's Wife,2017,"Biography,Drama,History",7.0,71,13+
tt1734493,Unlocked,2017,"Action,Thriller",6.3,69,18+
tt1754656,The Little Prince,2015,"Adventure,Animation,Comedy",7.6,74,7+
tt1773753,Mara,2018,"Crime,Horror,Mystery",5.1,59,18+
tt1780967,Seberg,2019,"Biography,Drama,History",6.0,65,18+
tt1781922,No Escape,2015,"Action,Thriller",6.8,73,18+
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Action,Adventure,Fantasy",6.5,78,13+
tt1799516,Benji,2018,"Crime,Drama,Family",6.4,59,7+
tt1801552,Gotti,2018,"Biography,Crime,Drama",4.8,58,18+
tt1825683,Black Panther,2018,"Action,Adventure,Sci-Fi",7.3,84,13+
tt1830643,Death of Me,2020,"Horror,Mystery,Thriller",4.5,56,18+
tt1833116,The Informer,2019,"Action,Crime,Drama",6.6,70,18+
tt1838556,Honest Thief,2020,"Action,Crime,Drama",6.0,72,13+
tt1841642,Demonic,2015,"Horror,Mystery,Thriller",5.3,61,18+
tt1860242,The Highwaymen,2019,"Biography,Crime,Drama",6.9,73,18+
tt1878841,The Darkness,2016,"Horror,Thriller",4.5,59,13+
tt1880399,Kodachrome,2017,Drama,6.8,67,18+
tt1918734,2067,2020,"Mystery,Sci-Fi",4.9,62,16+
tt1935194,Overdrive,2017,"Action,Adventure,Crime",5.4,59,13+
tt1935859,Miss Peregrine's Home for Peculiar Children,2016,"Adventure,Drama,Family",6.7,76,13+
tt1937340,Beyond Paradise,2015,"Drama,Romance",5.4,44,7+
tt1949605,Who Gets the Dog?,2016,Comedy,4.9,50,7+
tt1950135,Drunk Wedding,2015,Comedy,4.6,45,18+
tt1950235,Let It Snow,2019,"Comedy,Romance",5.9,73,13+
tt1961175,American Assassin,2017,"Action,Thriller",6.2,72,18+
tt1974419,The Neon Demon,2016,"Horror,Thriller",6.1,70,18+
tt1979376,Toy Story 4,2019,"Adventure,Animation,Comedy",7.6,82,all
tt1979388,The Good Dinosaur,2015,"Action,Adventure,Animation",6.7,75,7+
tt1999890,Hell Fest,2018,"Horror,Mystery,Thriller",5.5,61,18+
tt2005151,War Dogs,2016,"Biography,Comedy,Crime",7.1,79,18+
tt2006295,The 33,2015,"Biography,Drama,History",6.9,69,13+
tt2016335,Walter,2015,"Comedy,Drama",5.4,51,18+
tt2025690,The Finest Hours,2016,"Action,Drama,History",6.7,72,13+
tt2032572,USS Indianapolis: Men of Courage,2016,"Action,Drama,History",5.3,63,18+
tt2057392,Eye in the Sky,2015,"Action,Drama,Thriller",7.3,75,18+
tt2066051,Rocketman,2019,"Biography,Drama,Music",7.3,79,18+
tt2069797,Delirium,2018,"Horror,Thriller",5.7,62,18+
tt2072233,Sleepless,2017,"Action,Crime,Thriller",5.6,67,18+
tt2076298,Ip Man 4: The Finale,2019,"Action,Biography,Drama",7.0,71,16+
tt2080374,Steve Jobs,2015,"Biography,Drama",7.2,76,18+
tt2090465,Black Butterfly,2017,"Drama,Mystery,Thriller",6.1,63,18+
tt2093991,Elvis & Nixon,2016,"Comedy,History",6.3,62,18+
tt2106651,Spectral,2016,"Action,Adventure,Sci-Fi",6.3,71,13+
tt2114504,Woody Woodpecker,2017,"Adventure,Animation,Comedy",4.2,52,7+
tt2126357,Second Act,2018,"Comedy,Drama,Romance",5.8,66,13+
tt2140379,Self/less,2015,"Action,Mystery,Sci-Fi",6.5,73,13+
tt2197936,Fatima,2020,"Drama,War",6.6,57,13+
tt2224026,Home,2015,"Adventure,Animation,Comedy",6.5,74,7+
tt2226597,The Mountain Between Us,2017,"Drama,Thriller",6.4,72,13+
tt2235695,Rebecca,2020,"Drama,Mystery,Romance",6.1,60,13+
tt2277860,Finding Dory,2016,"Adventure,Animation,Comedy",7.2,81,7+
tt2291540,My Friend Dahmer,2017,"Biography,Crime,Drama",6.2,66,18+
tt2323912,Beast Mode,2020,"Comedy,Horror",3.7,44,18+
tt2338424,Tumbledown,2015,"Comedy,Drama,Music",6.2,62,18+
tt2365580,"Where'd You Go, Bernadette",2019,"Comedy,Crime,Drama",6.5,67,13+
tt2368254,A Private War,2018,"Biography,Drama,War",6.7,67,18+
tt2380307,Coco,2017,"Adventure,Animation,Drama",8.4,87,7+
tt2386237,Malevolent,2018,"Horror,Mystery,Thriller",4.9,60,18+
tt2386404,He Never Died,2015,"Comedy,Drama,Fantasy",6.3,64,18+
tt2388771,Mowgli: Legend of the Jungle,2018,"Adventure,Drama,Fantasy",6.5,69,13+
tt2390335,The Bone Garden,2016,Thriller,3.3,38,18+
tt2395427,Avengers: Age of Ultron,2015,"Action,Adventure,Sci-Fi",7.3,84,13+
tt2396589,Mudbound,2017,"Drama,War",7.4,91,18+
tt2401097,Tracers,2015,"Action,Crime,Drama",5.6,60,13+
tt2404465,Troop Zero,2019,"Comedy,Drama,Family",6.9,64,7+
tt2417712,Goon: Last of the Enforcers,2017,"Comedy,Sport",5.8,62,18+
tt2424988,Gabbar Is Back,2015,"Action,Crime,Drama",7.1,60,13+
tt2433040,Beyond the Mask,2015,"Action,Adventure,Drama",5.1,51,7+
tt2452042,The Peanuts Movie,2015,"Adventure,Animation,Comedy",7.0,72,all
tt2452386,The Fundamentals of Caring,2016,"Comedy,Drama",7.3,89,18+
tt2474932,Despite the Falling Snow,2016,"Drama,Mystery,Romance",5.8,56,13+
tt2477218,Field of Lost Shoes,2015,"Action,Drama,War",5.8,50,13+
tt2479478,The Ridiculous 6,2015,"Action,Adventure,Comedy",4.9,62,13+
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,"Biography,Crime,Drama",6.7,74,18+
tt2499472,Point Blank,2019,"Action,Crime,Drama",5.7,57,18+
tt2523832,A Girl Like Her,2015,Drama,7.0,63,13+
tt2538204,#Lucky Number,2015,Comedy,5.0,46,16+
tt2543164,Arrival,2016,"Drama,Mystery,Sci-Fi",7.9,86,13+
tt2548396,The Cloverfield Paradox,2018,"Horror,Sci-Fi,Thriller",5.5,69,13+
tt2554274,Crimson Peak,2015,"Drama,Horror,Mystery",6.5,75,18+
tt2566644,Seoul Searching,2015,"Comedy,Drama,Music",6.9,71,18+
tt2567026,Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy",6.2,73,7+
tt2582498,Sweet Virginia,2017,"Drama,Thriller",6.2,64,18+
tt2582576,Sand Castle,2017,"Action,Drama,War",6.3,69,18+
tt2582782,Hell or High Water,2016,"Crime,Drama,Thriller",7.6,81,18+
tt2582784,Flower,2017,"Comedy,Drama,Romance",6.0,62,18+
tt2586120,Racer and the Jailbird,2017,"Crime,Drama,Romance",6.3,57,18+
tt2597760,The Outcasts,2017,Comedy,5.4,57,13+
tt2649554,Midnight Special,2016,"Drama,Mystery,Sci-Fi",6.6,73,13+
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"Action,Adventure,Drama",6.1,64,13+
tt2660888,Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",7.0,80,13+
tt2702920,The Secret Garden,2020,"Drama,Family,Fantasy",5.6,60,7+
tt2713980,Olympia,2018,"Biography,Comedy,Documentary",7.7,46,16+
tt2718440,Moonwalkers,2015,"Action,Comedy",6.1,58,18+
tt2726552,A Kind of Murder,2016,"Crime,Drama,Mystery",5.3,58,18+
tt2737304,Bird Box,2018,"Horror,Mystery,Sci-Fi",6.6,86,18+
tt2752772,Sinister 2,2015,"Horror,Mystery,Thriller",5.3,64,18+
tt2782692,Ali's Wedding,2017,"Comedy,Drama,Romance",6.9,74,18+
tt2788732,Pete's Dragon,2016,"Action,Adventure,Comedy",6.7,72,7+
tt2800050,A Beautiful Planet,2016,Documentary,7.3,64,all
tt2802136,Home Sweet Hell,2015,"Comedy,Crime,Horror",5.5,60,18+
tt2806390,Milton's Secret,2016,"Drama,Family",5.9,49,7+
tt2865120,Ratchet & Clank,2016,"Action,Adventure,Animation",5.5,63,7+
tt2866708,Strange But True,2019,"Drama,Mystery,Thriller",5.9,58,13+
tt2884018,Macbeth,2015,"Drama,History,War",6.6,67,18+
tt2888046,Ip Man 3,2015,"Action,Biography,Crime",7.0,71,13+
tt2910904,The Dressmaker,2015,"Comedy,Drama",7.0,72,18+
tt2931140,New Life,2016,"Drama,Romance",6.2,48,7+
tt2932536,47 Meters Down,2017,"Horror,Mystery,Thriller",5.6,69,13+
tt2933474,Superfast!,2015,"Action,Comedy,Crime",4.2,57,13+
tt2936390,Battle Drone,2018,"Action,Sci-Fi",4.9,53,13+
tt2937366,Little Evil,2017,"Comedy,Fantasy,Horror",5.7,62,18+
tt2938956,The Transporter Refueled,2015,"Action,Thriller",5.2,64,13+
tt2948356,Zootopia,2016,"Action,Adventure,Animation",8.0,85,7+
tt2948372,Soul,2020,"Adventure,Animation,Comedy",8.0,89,7+
tt2948606,Assassin's Game,2015,Action,3.0,36,18+
